"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"3310",2492,"PM15consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3311",2493,"PM15consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 15 over the averaging period, as a percent","percent","real",NA
"3312",2494,"PM15consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 15 could not be run over the averaging period, as a percent","percent","real",NA
"3313",2495,"PM15alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 15 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3314",2496,"PM15betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 15 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3315",2497,"PM15finalQF","Quality flag indicating whether the PM15 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3316",2498,"PM10Median","Median particulate matter 10","milligramsPerCubicMeter","real",NA
"3317",2499,"PM10Minimum","Minimum particulate matter 10","milligramsPerCubicMeter","real",NA
"3318",2500,"PM10Maximum","Maximum particulate matter 10","milligramsPerCubicMeter","real",NA
"3319",2501,"PM10NumPts","Number of points used to calculate the Median particulate matter 10","number","real",NA
"3320",2502,"PM10MAD","Median Absolute Deviation (from the median) for particulate matter 10","milligramsPerCubicMeter","real",NA
"3321",2503,"PM10rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 10, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3322",2504,"PM10persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 10, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3323",2505,"PM10stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 10, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3324",2506,"PM10nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 10, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3325",2507,"PM10gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 10, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3326",2508,"PM10consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 10, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3327",2509,"PM10spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 10, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3328",2510,"PM10alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 10, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3329",2511,"PM10betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 10, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3330",2512,"PM10rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3331",2513,"PM10rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3332",2514,"PM10rangeNAQM","Quality metric that summarizes when the range test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3333",2515,"PM10persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3334",2516,"PM10persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3335",2517,"PM10persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3336",2518,"PM10stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3337",2519,"PM10stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3338",2520,"PM10stepNAQM","Quality metric that summarizes when the step test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3339",2521,"PM10nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3340",2522,"PM10nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3341",2523,"PM10nullNAQM","Quality metric that summarizes when the null test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3342",2524,"PM10gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3343",2525,"PM10gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3344",2526,"PM10gapNAQM","Quality metric that summarizes when the gap test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3345",2527,"PM10spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3346",2528,"PM10spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3347",2529,"PM10spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3348",2530,"PM10consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3349",2531,"PM10consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 10 over the averaging period, as a percent","percent","real",NA
"3350",2532,"PM10consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 10 could not be run over the averaging period, as a percent","percent","real",NA
"3351",2533,"PM10alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3352",2534,"PM10betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 10 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3353",2535,"PM10finalQF","Quality flag indicating whether the PM10 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3354",2536,"PM4Median","Median particulate matter 4","milligramsPerCubicMeter","real",NA
"3355",2537,"PM4Minimum","Minimum particulate matter 4","milligramsPerCubicMeter","real",NA
"3356",2538,"PM4Maximum","Maximum particulate matter 4","milligramsPerCubicMeter","real",NA
"3357",2539,"PM4NumPts","Number of points used to calculate the Median particulate matter 4","number","real",NA
"3358",2540,"PM4MAD","Median Absolute Deviation (from the median) for particulate matter 4","milligramsPerCubicMeter","real",NA
"3359",2541,"PM4rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 4, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3360",2542,"PM4persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 4, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3361",2543,"PM4stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 4, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3362",2544,"PM4nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 4, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3363",2545,"PM4gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 4, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3364",2546,"PM4consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 4, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3365",2547,"PM4spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 4, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3366",2548,"PM4alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 4, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3367",2549,"PM4betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 4, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3368",2550,"PM4rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3369",2551,"PM4rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3370",2552,"PM4rangeNAQM","Quality metric that summarizes when the range test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3371",2553,"PM4persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3372",2554,"PM4persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3373",2555,"PM4persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3374",2556,"PM4stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3375",2557,"PM4stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3376",2558,"PM4stepNAQM","Quality metric that summarizes when the step test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3377",2559,"PM4nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3378",2560,"PM4nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3379",2561,"PM4nullNAQM","Quality metric that summarizes when the null test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3380",2562,"PM4gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3381",2563,"PM4gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3382",2564,"PM4gapNAQM","Quality metric that summarizes when the gap test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3383",2565,"PM4spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3384",2566,"PM4spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3385",2567,"PM4spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3386",2568,"PM4consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3387",2569,"PM4consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 4 over the averaging period, as a percent","percent","real",NA
"3388",2570,"PM4consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 4 could not be run over the averaging period, as a percent","percent","real",NA
"3389",2571,"PM4alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3390",2572,"PM4betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 4 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3391",2573,"PM4finalQF","Quality flag indicating whether the PM4 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3392",2574,"PM2.5Median","Median particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3393",2575,"PM2.5Minimum","Minimum particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3394",2576,"PM2.5Maximum","Maximum particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3395",2577,"PM2.5NumPts","Number of points used to calculate the Median particulate matter 2.5","number","real",NA
"3396",2578,"PM2.5MAD","Median Absolute Deviation (from the median) for particulate matter 2.5","milligramsPerCubicMeter","real",NA
"3397",2579,"PM2.5rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 2.5, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3398",2580,"PM2.5persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 2.5, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3399",2581,"PM2.5stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 2.5, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3400",2582,"PM2.5nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 2.5, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3401",2583,"PM2.5gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 2.5, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3402",2584,"PM2.5consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 2.5, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3403",2585,"PM2.5spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 2.5, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3404",2586,"PM2.5alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 2.5, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3405",2587,"PM2.5betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 2.5, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3406",2588,"PM2.5rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3407",2589,"PM2.5rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3408",2590,"PM2.5rangeNAQM","Quality metric that summarizes when the range test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3409",2591,"PM2.5persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3410",2592,"PM2.5persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3411",2593,"PM2.5persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3412",2594,"PM2.5stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3413",2595,"PM2.5stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3414",2596,"PM2.5stepNAQM","Quality metric that summarizes when the step test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3415",2597,"PM2.5nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3416",2598,"PM2.5nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3417",2599,"PM2.5nullNAQM","Quality metric that summarizes when the null test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3418",2600,"PM2.5gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3419",2601,"PM2.5gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3420",2602,"PM2.5gapNAQM","Quality metric that summarizes when the gap test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3421",2603,"PM2.5spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3422",2604,"PM2.5spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3423",2605,"PM2.5spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3424",2606,"PM2.5consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3425",2607,"PM2.5consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 2.5 over the averaging period, as a percent","percent","real",NA
"3426",2608,"PM2.5consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 2.5 could not be run over the averaging period, as a percent","percent","real",NA
"3427",2609,"PM2.5alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3428",2610,"PM2.5betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 2.5 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3429",2611,"PM2.5finalQF","Quality flag indicating whether the PM2.5 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3430",2612,"PM1Median","Median particulate matter 1","milligramsPerCubicMeter","real",NA
"3431",2613,"PM1Minimum","Minimum particulate matter 1","milligramsPerCubicMeter","real",NA
"3432",2614,"PM1Maximum","Maximum particulate matter 1","milligramsPerCubicMeter","real",NA
"3433",2615,"PM1NumPts","Number of points used to calculate the Median particulate matter 1","number","real",NA
"3434",2616,"PM1MAD","Median Absolute Deviation (from the median) for particulate matter 1","milligramsPerCubicMeter","real",NA
"3435",2617,"PM1rangeQAQCRpt","Quality assurance and quality control report for the range test for particulate matter 1, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3436",2618,"PM1persistenceQAQCRpt","Quality assurance and quality control report for the persistence test for particulate matter 1, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3437",2619,"PM1stepQAQCRpt","Quality assurance and quality control report for the step test for particulate matter 1, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3438",2620,"PM1nullQAQCRpt","Quality assurance and quality control report for the null test for particulate matter 1, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3439",2621,"PM1gapQAQCRpt","Quality assurance and quality control report for the gap test for particulate matter 1, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3440",2622,"PM1consistencyQAQCRpt","Quality assurance and quality control report for the consistency test for particulate matter 1, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3441",2623,"PM1spikeQAQCRpt","Quality assurance and quality control report for the spike test for particulate matter 1, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3442",2624,"PM1alphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for particulate matter 1, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3443",2625,"PM1betaQAQCRpt","Quality assurance and quality control report for the beta quality flag for particulate matter 1, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3444",2626,"PM1rangeFailQM","Quality metric that summarizes the failed outcomes of the range test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3445",2627,"PM1rangePassQM","Quality metric that summarizes the passed outcomes of the range test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3446",2628,"PM1rangeNAQM","Quality metric that summarizes when the range test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3447",2629,"PM1persistenceFailQM","Quality metric that summarizes  the failed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3448",2630,"PM1persistencePassQM","Quality metric that summarizes the passed outcomes of the persistence test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3449",2631,"PM1persistenceNAQM","Quality metric that summarizes when the persistence test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3450",2632,"PM1stepFailQM","Quality metric that summarizes the failed outcomes of the step test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3451",2633,"PM1stepPassQM","Quality metric that summarizes the passed outcomes of the step test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3452",2634,"PM1stepNAQM","Quality metric that summarizes when the step test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3453",2635,"PM1nullFailQM","Quality metric that summarizes the failed outcomes of the null test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3454",2636,"PM1nullPassQM","Quality metric that summarizes the passed outcomes of the null test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3455",2637,"PM1nullNAQM","Quality metric that summarizes when the null test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3456",2638,"PM1gapFailQM","Quality metric that summarizes the failed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3457",2639,"PM1gapPassQM","Quality metric that summarizes the passed outcomes of the gap test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3458",2640,"PM1gapNAQM","Quality metric that summarizes when the gap test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3459",2641,"PM1spikeFailQM","Quality metric that summarizes the failed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3460",2642,"PM1spikePassQM","Quality metric that summarizes the passed outcomes of the spike test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3461",2643,"PM1spikeNAQM","Quality metric that summarizes when the spike test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3462",2644,"PM1consistencyFailQM","Quality metric that summarizes the failed outcomes of the consistency test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3463",2645,"PM1consistencyPassQM","Quality metric that summarizes the passed outcomes of the consistency test for particulate matter 1 over the averaging period, as a percent","percent","real",NA
"3464",2646,"PM1consistencyNAQM","Quality metric that summarizes when the consistency test for particulate matter 1 could not be run over the averaging period, as a percent","percent","real",NA
"3465",2647,"PM1alphaQM","Quality metric detailing the outcomes of the alpha quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3466",2648,"PM1betaQM","Quality metric detailing the outcomes of the beta quality flag for particulate matter 1 over the averaging period, as a percent and detailed in NEON.DOC.001113","percent","real",NA
"3467",2649,"PM1finalQF","Quality flag indicating whether the PM1 data product has passed or failed an overall assessment of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass)","NA","real",NA
"3468",2650,"PM15sub50RHMedian","Median of particulate matter 15 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3469",2651,"PM15sub50RHMinimum","Minimum particulate matter 15 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3470",2652,"PM15sub50RHMaximum","Maximum particulate matter 15 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3471",2653,"PM15sub50RHNumPts","Number of points used to calculate the Median of particulate matter 15 measured at <50% relative humidity","number","real",NA
"3472",2654,"PM15sub50RHMAD","Median Absolute Deviation (from the median) for particulate matter 15 measured at <50% relative humidity","milligramsPerCubicMeter","real",NA
"3473",2655,"PM15sub50RHrangeQAQCRpt","Quality assurance and quality control report for the range test for PM15 at RH <50%, which indicates whether a datum exceeds a realistic value, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3474",2656,"PM15sub50RHpersistenceQAQCRpt","Quality assurance and quality control report for the persistence test for PM15 at RH <50%, which indicates  whether there is a realistic fluctuation of values over a designated period of time, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3475",2657,"PM15sub50RHstepQAQCRpt","Quality assurance and quality control report for the step test for PM15 at RH <50%, which indicates whether unusual jumps in the data exist, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3476",2658,"PM15sub50RHnullQAQCRpt","Quality assurance and quality control report for the null test for PM15 at RH <50%, which indicates a missing datum, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3477",2659,"PM15sub50RHgapQAQCRpt","Quality assurance and quality control report for the gap test for PM15 at RH <50%, which indicates that the datum is missing and is a part of a prolonged period of missing data, detailed in NEON.DOC.011081 (1=fail, 0=pass)","NA","string",NA
"3478",2660,"PM15sub50RHconsistencyQAQCRpt","Quality assurance and quality control report for the consistency test for PM15 at RH <50%, which indicates whether or not measurements are consistent with co-located measurements, (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3479",2661,"PM15sub50RHspikeQAQCRpt","Quality assurance and quality control report for the spike test for PM15 at RH <50%, which indicates whether or not a datum has been identified as a spike, detailed in NEON.DOC.000783 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3480",2662,"PM15sub50RHalphaQAQCRpt","Quality assurance and quality control report for the alpha quality flag for PM15 at RH <50%, which indicates if one or more quality analysis failed for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
"3481",2663,"PM15sub50RHbetaQAQCRpt","Quality assurance and quality control report for the beta quality flag for PM15 at RH <50%, which indicates if one or more quality analysis could not be run for a datum, detailed in NEON.DOC.001113 (1=fail, 0=pass, -1=NA (i.e,could not be run))","NA","string",NA
