"","termID","termName","termDesc","unitName","dataType","relatedTerms"
"4652",3831,"voucherSampleCode","Barcode of a voucher sample","NA","string",NA
"4653",3832,"additionalSpecies","Indicator of whether additional species are detected on the larger subplot relative to the smaller subplot","NA","string",NA
"4654",3833,"plantCondition","Condition of the plant from which material is collected","NA","string",NA
"4655",3834,"tagFate","Fate of domain-level unique identifier used to mark the individual","NA","string",NA
"4656",3835,"untaggedPlantID","Identifier for untagged plant","NA","string",NA
"4657",3836,"editedDate","The date-time that record was edited","NA","dateTime",NA
"4658",3837,"gpsDatafile","Name assigned to GPS file","NA","string",NA
"4659",3838,"individualBarcode","Barcode for a tagged individual","NA","string",NA
"4660",3839,"logCount","Number of GPS points collected","NA","real",NA
"4661",3840,"patchSize","Size (in square meters) of the patch","squareMeter","real",NA
"4662",3841,"sampleCoordinateUncertainty","Coordinate uncertainty of a sampled location","meter","real",NA
"4663",3842,"sampleElevation","Elevation (in meters) above sea level of a sampled location","meter","real",NA
"4664",3843,"sampleElevationUncertainty","Uncertainty in elevation values (in meters) of a sampled location","meter","real",NA
"4665",3844,"sampleLatitude","Latitude of the sampled location","decimalDegree","real",NA
"4666",3845,"sampleLongitude","Longitude of the sampled location","decimalDegree","real",NA
"4667",3846,"subtypeSpecification","Type of plot or grid; mammal: diversity, pathogen, training; bird: ninePoints, onePoint; phenology: primary, phenocam","NA","string",NA
"4668",3847,"vstTagID","The vegetation structure tagID value","NA","string",NA
"4669",3848,"sampleGeodeticDatum","Model used to measure horizontal position, of the sample, on the earth","NA","string","DWC_v2007-04-17:geodeticDatum [http://tdwg.github.io/dwc/terms/history/index.htm#geodeticDatum-2007-04-17]"
"4670",3849,"archiveVialID","Identifier for the vial containing specimens for archive","NA","string",NA
"4671",3850,"collectionCode","Code associated with a given collection within an institution. The Collection Code is used in conjunction with Museum ID in order to disambiguate a ID that might be used in different collections within the same institution","NA","string",NA
"4672",3851,"photographedBy","An identifier for the technician who took the photograph","NA","string",NA
"4673",3852,"photoView","Standardized term to group images depicting a specific set of features of the organisms or related environment","NA","string",NA
"4674",3853,"subsampleIDList","List of subsampleIDs","NA","string",NA
"4675",3854,"backgroundFieldCondDataQF","Data quality flag for background conductivity field data","NA","string",NA
"4676",3855,"backgroundFieldSaltDataQF","Data quality flag for background salt field data","NA","string",NA
"4677",3856,"betweenLoggersDist","Distance between conductivity loggers that are not positioned at the sensor sets","meter","real",NA
"4678",3857,"carboyVolume","Volume of salt tracer storage tank in liters","liter","real",NA
"4679",3858,"certifiedStandardAccuracy","Analytical accuracy of certified standard","NA","real",NA
"4680",3859,"constantRateTracerMass","Mass of constant rate tracer added to carboy","gram","real",NA
"4681",3860,"dateTimeLogger","Local date and time returned by a field data logger","NA","dateTime",NA
"4682",3861,"dripEndTime","End date and time of the salt tracer injection","NA","dateTime",NA
"4683",3862,"dripRateStart","Rate of salt pumped into stream at start of salt tracer injection","millilitersPerMinute","real",NA
"4684",3863,"dripRateEnd","Rate of salt pumped into stream at end of salt tracer injection","millilitersPerMinute","real",NA
"4685",3864,"dripStartTime","Start date and time of the salt tracer injection","NA","dateTime",NA
"4686",3865,"externalLabGasDataQF","Data quality flag for external lab gas data","NA","string",NA
"4687",3866,"externalLabSaltDataQF","Data quality flag for external lab salt data","NA","string",NA
"4688",3867,"finalConcentration","Concentration that has ben adjusted for any dilution during analysis","milligramsPerLiter","real",NA
"4689",3868,"fullRangeHobo","Conductivity from a hobo logger for the full range","microsiemensPerCentimeter","real",NA
"4690",3869,"gasSampleCode","Barcode for the gas sample","NA","string",NA
"4691",3870,"gasSampleID","Unique identifier for the gas sample","NA","string",NA
"4692",3871,"gasTracerConcentration","Tracer concentration in sample","partsPerMillion","real",NA
"4693",3872,"gasTracerType","Type of gas used as a tracer","NA","string",NA
"4694",3873,"gasVolumeAnalyzed","Volume of sample analyzed, in milliliters","milliliter","real",NA
"4695",3874,"hoboSampleCode","Barcode of the HOBO conductivity logger file","NA","string",NA
"4696",3875,"hoboSampleID","Unique identifier for the HOBO conductivity logger file","NA","string",NA
"4697",3876,"injectateSampleCode","Barcode for the reaeration salt tracer sample","NA","string",NA
"4698",3877,"injectateSampleCollected","Indicator of whether an injectate sample was collected","NA","string",NA
"4699",3878,"injectateSampleID","Unique identifier for the reaeration salt tracer sample","NA","string",NA
"4700",3879,"injectionType","Type of tracer injection, e.g. slug or constant rate","NA","string",NA
"4701",3880,"labStandardPrecision","Precision of the laboratory standard used in the development of the standard curve, measured as coefficient of variance","NA","real",NA
"4702",3881,"loggerDataQF","Data quality flag for conductiivty logger data","NA","string",NA
"4703",3882,"loggersAtSensorSets","Indication of whether or not the conductivity loggers are positioned at sensor sets 1 and 2","NA","string",NA
"4704",3883,"lowRangeHobo","Conductivity returned from a hobo logger for the low range","microsiemensPerCentimeter","real",NA
"4705",3884,"measurementNumber","The number of the measurement in a time series","number","unsigned integer",NA
"4706",3885,"plateauFieldDataQF","Data quality flag for plateau field data","NA","string",NA
"4707",3886,"plateauSampleFieldDataQF","Data quality flag for plateau sample field data","NA","string",NA
"4708",3887,"plateauCollectTime","The date-time of sample collection at tracer plateau","NA","dateTime",NA
"4709",3889,"runDetectionLimit","Detection limit of the sample run","partsPerMillion","real",NA
"4710",3890,"saltBackgroundSampleCode","Barcode of the reaeration background salt sample","NA","string",NA
"4711",3891,"saltBackgroundSampleID","Unique identifier for the reaeration background salt sample","NA","string",NA
"4712",3892,"saltBelowDetectionQF","finalConcentration below the detection limit. 1=less than detection limit; 0=greater than or equal to detection limit; -1=NA (i.e. could not be run)","NA","integer",NA
"4713",3893,"saltSampleID","Unique identifier for reaeration salt sample","NA","string",NA
"4714",3894,"saltTracerSampleCode","Barcode for the salt sample","NA","string",NA
"4715",3895,"saltTracerSampleID","Unique identifier for the salt sample","NA","string",NA
"4716",3896,"slugPourTime","Start date and time of the salt slug","NA","dateTime",NA
"4717",3897,"slugTracerMass","Mass of slug tracer used","gram","real",NA
"4718",3898,"specificConductanceRep1","Conductivity auto-corrected to 25 degrees C measurement replicate 1","microsiemensPerCentimeter","real",NA
"4719",3899,"specificConductanceRep2","Conductivity auto-corrected to 25 degrees C measurement replicate 2","microsiemensPerCentimeter","real",NA
"4720",3900,"specificConductanceRep3","Conductivity auto-corrected to 25 degrees C measurement replicate 3","microsiemensPerCentimeter","real",NA
"4721",3901,"specificConductanceRep4","Conductivity auto-corrected to 25 degrees C measurement replicate 4","microsiemensPerCentimeter","real",NA
"4722",3902,"specificConductanceRep5","Conductivity auto-corrected to 25 degrees C measurement replicate 5","microsiemensPerCentimeter","real",NA
"4723",3903,"stationToInjectionDistance","Stream distance between the station and the injection location","meter","real",NA
"4724",3904,"syringeID","Identifier for the sample syringe","NA","string",NA
"4725",3905,"syringeCode","Barcode for the sample syringe","NA","string",NA
"4726",3906,"tracerAnalysisType","Type of analysis used to determine tracer concentration","NA","string",NA
"4727",3907,"widthMeasurementNumber","The number for wetted width measurement between the sensors sets","NA","unsigned integer",NA
"4728",3908,"wettedWidthDataQF","Data quality flag for wetted width field data","NA","string",NA
"4729",3909,"externaLabFileName","External lab specific file name for run data","NA","string",NA
"4730",3910,"gasBelowDetectionQF","gasTracerConcentration below the run detection limit. 1=less than detection limit; 0=greater than or equal to detection limit; -1=NA (i.e. could not be run)","NA","integer",NA
"4731",3911,"gasSampleFate","Fate of the gas sample","NA","string",NA
"4732",3912,"hoboSampleFate","Fate of the HOBO conductivity logger file","NA","string",NA
"4733",3913,"injectateSampleFate","Fate of the reaeration salt tracer sample","NA","string",NA
"4734",3914,"saltBackgroundSampleClass","Sample class of the reaeration background salt sample","NA","string",NA
"4735",3915,"saltBackgroundSampleFate","Fate of the reaeration background salt sample","NA","string",NA
"4736",3916,"saltSampleCode","Barcode of a reaeration salt sample","NA","string",NA
"4737",3917,"saltSampleFate","Fate of a reaeration salt sample","NA","string",NA
"4738",3918,"saltTracerSampleFate","Fate for the salt sample","NA","string",NA
"4739",3919,"syringeFate","Fate for the sample syringe","NA","string",NA
"4740",3920,"analysisType","Type of analysis at external lab","NA","string",NA
"4741",3921,"originalFieldSampleVolume","Original sample volume collected in the field before adjustments","milliliter","real",NA
"4742",3922,"plantAdjAshFreeDryMass","Combusted mass of the sample, multiplied to account for lab subsampling for the whole plant from which the epiphyton samples are scraped","gram","real",NA
"4743",3923,"plantAshMassBoatMass","Combusted mass of the sample and weigh boat for the whole plant from which the epiphyton samples are scraped","gram","real",NA
"4744",3924,"plantBoatID","Identifier for the weigh boat for the whole plant from which the epiphyton samples are scraped","NA","string",NA
"4745",3925,"plantBoatMass","Mass of the weigh boat for the whole plant from which the epiphyton samples are scraped","gram","real",NA
"4746",3926,"plantDryMassBoatMass","Oven-dried mass of the sample and weigh boat for the whole plant from which the epiphyton samples are scraped","gram","real",NA
"4747",3927,"pHFlag","A text flag for pH measurements","NA","string",NA
"4748",3928,"precipConductivityFlag","A text flag for conductivity measurements","NA","string",NA
"4749",3929,"chemFunnelCode","The CAL/NADP barcode on the chemistry sample funnel","NA","string",NA
"4750",3930,"chemTubeCode","The CAL/NADP barcode on the chemistry sample thistle tube","NA","string",NA
"4751",3931,"extChemBottleCode","The CAL/NADP barcode on the chemistry sample bottle; not the NEON sample barcode","NA","string",NA
"4752",3932,"extIsoBottleCode","The CAL/NADP barcode on the isotope sample bottle; not the NEON sample barcode","NA","string",NA
"4753",3933,"isoFunnelCode","The CAL/NADP barcode on the isotope sample funnel","NA","string",NA
"4754",3934,"isoTubeCode","The CAL/NADP barcode on the isotope sample thistle tube","NA","string",NA
"4755",3935,"shippingCaseCode","The CAL/NADP barcode on the glassware shipping case being returned to the lab with sample","NA","string",NA
"4756",3936,"inLWFinalQFSciRvw","Incoming longwave radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4757",3937,"inSWFinalQFSciRvw","Incoming shortwave radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4758",3938,"outLWFinalQFSciRvw","Outgoing longwave radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4759",3939,"outSWFinalQFSciRvw","Outgoing shortwave radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4760",3940,"aForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the first coarse downed wood fork; a","centimeter","real",NA
"4761",3941,"aForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the first eliptical fork; a","centimeter","real",NA
"4762",3942,"bForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the second coarse downed wood fork; b","centimeter","real",NA
"4763",3943,"bForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the second eliptical fork; b","centimeter","real",NA
"4764",3944,"cForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the third coarse downed wood fork; c","centimeter","real",NA
"4765",3945,"cForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the third eliptical fork; c","centimeter","real",NA
"4766",3946,"dForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the fourth coarse downed wood fork; d","centimeter","real",NA
"4767",3947,"dForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the fourth eliptical fork; d","centimeter","real",NA
"4768",3948,"eForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the fifth coarse downed wood fork; e","centimeter","real",NA
"4769",3949,"eForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the fifth eliptical fork; e","centimeter","real",NA
"4770",3950,"fForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the sixth coarse downed wood fork; f","centimeter","real",NA
"4771",3951,"fForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the sixth eliptical fork; f","centimeter","real",NA
"4772",3952,"gForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the seventh coarse downed wood fork; g","centimeter","real",NA
"4773",3953,"gForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the seventh eliptical fork; g","centimeter","real",NA
"4774",3954,"hForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the eighth coarse downed wood fork; h","centimeter","real",NA
"4775",3955,"hForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the eighth eliptical fork; h","centimeter","real",NA
"4776",3956,"iForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the ninth coarse downed wood fork; i","centimeter","real",NA
"4777",3957,"iForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the ninth eliptical fork; i","centimeter","real",NA
"4778",3958,"jForkMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of the tenth coarse downed wood fork; j","centimeter","real",NA
"4779",3959,"jForkMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of the tenth eliptical fork; j","centimeter","real",NA
"4780",3960,"branchBarkCover","Visually estimated cover class of bark remaining on branches attached to a coarse downed wood particle","NA","string",NA
"4781",3961,"branchesPresent","Categorical indicator of branches > 1 cm diameter present on a coarse downed wood particle","NA","string",NA
"4782",3962,"decayClass","The categorical decay class assigned to a sampled log","NA","string",NA
"4783",3963,"equivalentLogDiameter","The calculated equivalent diameter for a coarse downed wood particle","centimeter","real",NA
"4784",3964,"leavesPresent","Categorical indicator of leaf/needle presence on a coarse downed wood particle","NA","string",NA
"4785",3965,"lidsAzimuth","Azimuth, relative to true north, of the LIDS transect, measured from the plot centroid","degree","unsigned integer",NA
"4786",3966,"logBarkCover","Visually estimated cover class of bark remaining on the bole of a coarse downed wood particle","NA","string",NA
"4787",3967,"logDistance","The distance, to the nearest 0.1 meters, from the log to a reference point with known position (typically the transect origin)","meter","real",NA
"4788",3968,"logHandBreakable","Categorical indicator that the outer-most wood from a coarse downed wood particle can be broken apart by hand","NA","string",NA
"4789",3969,"logHoldShape","Categorical indicator that a piece of coarse downed wood particle holds its original shape","NA","string",NA
"4790",3970,"logID","Identifier for each log sampled","NA","string",NA
"4791",3971,"logLength","Length of the log central axis; to the nearest 0.1 m","meter","real",NA
"4792",3972,"logMaxDiameter","Maximum diameter, to the nearest 0.5 cm, of a coarse downed wood particle; corresponding to the major axis of an eliptical log","centimeter","real",NA
"4793",3973,"logMinorDiameter","Diameter, to the nearest 0.5 cm, of the minor axis of an eliptical log","centimeter","real",NA
"4794",3974,"tagStatus","Description of state or condition of the physical tag","NA","string",NA
"4795",3975,"twigsPresent","Categorical indicator of twigs < 1 cm diameter present on a coarse downed wood particle","NA","string",NA
"4796",3976,"volumeFactor","A factor analogous to plot size that influences the length of the transects along which coarse downed wood particles are tallied; for a given coarse downed wood particle diameter, smaller F-values mean longer distances are searched for that diameter, and larger F-values mean shorter distances are searched for that diameter","NA","string",NA
"4797",3977,"PARValidCalQAQCRpt","Photosynthetically active radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4798",3978,"PARValidCalPassQM","Photosynthetically active radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4799",3979,"PARValidCalNAQM","Photosynthetically active radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4800",3980,"PARValidCalFailQM","Photosynthetically active radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4801",3981,"outPARValidCalQAQCRpt","Outgoing PAR QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4802",3982,"outPARValidCalPassQM","Outgoing PAR quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4803",3983,"outPARValidCalNAQM","Outgoing PAR quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4804",3984,"outPARValidCalFailQM","Outgoing PAR quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4805",3985,"finalQFSciRvw","Quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4806",3986,"outPARFinalQFSciRvw","Outgoing PAR quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4807",3987,"PARFinalQFSciRvw","Photosynthetically active radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4808",3988,"outuPARFinalQFSciRvw","Outgoing PAR below water surface quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4809",3989,"uPARFinalQFSciRvw","PAR below water surface quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4810",3990,"inLWValidCalQAQCRpt","Incoming longwave radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4811",3991,"inSWValidCalQAQCRpt","Incoming shortwave radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4812",3992,"outLWValidCalQAQCRpt","Outgoing longwave radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4813",3993,"outSWValidCalQAQCRpt","Outgoing shortwave radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4814",3994,"inLWValidCalFailQM","Incoming longwave radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4815",3995,"inLWValidCalNAQM","Incoming longwave radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4816",3996,"inLWValidCalPassQM","Incoming longwave radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4817",3997,"inSWValidCalFailQM","Incoming shortwave radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4818",3998,"inSWValidCalNAQM","Incoming shortwave radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4819",3999,"inSWValidCalPassQM","Incoming shortwave radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4820",4000,"outLWValidCalFailQM","Outgoing longwave radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4821",4001,"outLWValidCalNAQM","Outgoing longwave radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4822",4002,"outLWValidCalPassQM","Outgoing longwave radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4823",4003,"outSWValidCalFailQM","Outgoing shortwave radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4824",4004,"outSWValidCalNAQM","Outgoing shortwave radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4825",4005,"outSWValidCalPassQM","Outgoing shortwave radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4826",4006,"difRadValidCalFailQM","Diffuse radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4827",4007,"difRadValidCalNAQM","Diffuse radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4828",4008,"difRadValidCalPassQM","Diffuse radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4829",4009,"difRadValidCalQAQCRpt","Diffuse radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4830",4010,"dirRadValidCalFailQM","Direct radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4831",4011,"dirRadValidCalNAQM","Direct radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4832",4012,"dirRadValidCalPassQM","Direct radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4833",4013,"dirRadValidCalQAQCRpt","Direct radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4834",4014,"gloRadValidCalFailQM","Global radiation quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4835",4015,"gloRadValidCalNAQM","Global radiation quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4836",4016,"gloRadValidCalPassQM","Global radiation quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4837",4017,"gloRadValidCalQAQCRpt","Global radiation QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4838",4018,"sensorDepthValidCalQF","Quality flag for the valid calibration check of sensor depth detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e., could not be run))","NA","signed integer",NA
"4839",4019,"specificConductanceValidCalQF","Quality flag for the valid calibration check of specific conductance detailed in NEON.DOC.011081 (1=fail 0=pass -1=NA (i.e., could not be run))","NA","signed integer",NA
"4840",4020,"staPresValidCalFailQM","Station pressure quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4841",4021,"staPresValidCalNAQM","Station pressure quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4842",4022,"staPresValidCalPassQM","Station pressure quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4843",4023,"staPresValidCalQAQCRpt","Station pressure QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4844",4024,"validCalQF","Quality flag for the valid calibration check detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","signed integer",NA
"4845",4025,"windDirValidCalFailQM","Wind direction quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4846",4026,"windDirValidCalNAQM","Wind direction quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4847",4027,"windDirValidCalPassQM","Wind direction quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4848",4028,"windDirValidCalQAQCRpt","Wind direction QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4849",4029,"windSpeedValidCalFailQM","Wind speed quality metric that summarizes the failed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4850",4030,"windSpeedValidCalNAQM","Wind speed quality metric that summarizes when the valid calibration check could not be run over the averaging period, as a percent","percent","real",NA
"4851",4031,"windSpeedValidCalPassQM","Wind speed quality metric that summarizes the passed outcomes of the valid calibration check over the averaging period, as a percent","percent","real",NA
"4852",4032,"windSpeedValidCalQAQCRpt","Wind speed QAQC report for the valid calibration check, which indicates whether the measurements are within the valid calibration date range, detailed in NEON.DOC.011081 (1=fail, 0=pass, -1=NA (i.e., could not be run))","NA","string",NA
"4853",4033,"buoyCorPresFinalQFSciRvw","Buoy pressure corrected to sea level quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4854",4034,"buoyStaPresFinalQFSciRvw","Buoy station pressure quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4855",4035,"corPresFinalQFSciRvw","Pressure corrected to sea level quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4856",4036,"difRadFinalQFSciRvw","Diffuse radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4857",4037,"dirRadFinalQFSciRvw","Direct radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4858",4038,"gloRadFinalQFSciRvw","Global radiation quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4859",4039,"staPresFinalQFSciRvw","Station pressure quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4860",4040,"windDirFinalQFSciRvw","Wind direction quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4861",4041,"windSpeedFinalQFSciRvw","Wind speed quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4862",4042,"cameraOrientation","Direction camera was facing when image was acquired","NA","string",NA
"4863",4043,"cameraPosition","Height camera was held when image was acquired","NA","string",NA
"4864",4044,"imageFileName","Identifier for the image file assigned automatically by the camera","NA","string",NA
"4865",4045,"imageFileNumber","Numeric identifier for the image file assigned automatically by the camera","NA","unsigned integer",NA
"4866",4046,"downloadFileName","The name of the user-downloaded file that is linked to the record","NA","string",NA
"4867",4047,"fulcrumFilePath","The field-collected data required to create the external image file location","NA","string",NA
"4868",4048,"imageFilePath","The system path identifying the external image file location","NA","uri",NA
"4869",4049,"imageFileUrl","The URL identifying the external image file location","NA","uri",NA
"4870",4050,"imageType","Subject matter contained within image","NA","string",NA
"4871",4051,"overstoryHeight","Average height of the overstory vegetation in a plot, assessed by visual survey to guide LAI photo collection","meter","real",NA
"4872",4052,"understoryHeight","Average height of the understory vegetation in a plot, assessed by visual survey to guide LAI photo collection","meter","real",NA
"4873",4053,"yearBoutBegan","The calendar year that the bout began","NA","integer",NA
"4874",4054,"PM15finalQFSciRvw","Particulate matter 15 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
"4875",4055,"PM10finalQFSciRvw","Particulate matter 10 quality flag indicating whether a data product has failed a science review of its quality, detailed in NEON.DOC.001113 (1=fail, 0=pass/not-reviewed)","NA","unsigned integer",NA
