"plotID","pointID","plotType","subtype","decimalLatitude","decimalLongitude","geodeticDatum","utmZone","easting","northing","coordinateUncertainty","coordinateSource","elevation","elevationUncertainty","nlcdClass","monumentType","applicableModules","siteID"
"SCBI_055","39","tower","basePlot",38.892473,-78.14064,"WGS84","17N",747993.325,4308731.382,0.29,"GeoXH 6000",336.96,0.35,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_055","57","tower","basePlot",38.892654,-78.140643,"WGS84","17N",747992.45,4308751.484,0.19,"GeoXH 6000",341.39,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_055","25","tower","basePlot",38.892296,-78.140187,"WGS84","17N",748033.207,4308712.963,0.23,"GeoXH 6000",344.65,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_055","59","tower","basePlot",38.892635,-78.140422,"WGS84","17N",748011.693,4308749.909,0.23,"GeoXH 6000",342.48,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_055","41","tower","basePlot",38.892469,-78.140415,"WGS84","17N",748012.834,4308731.5,0.13,"GeoXH 6000",339.44,0.16,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","41","tower","basePlot",38.89035,-78.1436,"WGS84","17N",747743.965,4308487.692,0.16,"GeoXH 6000",334.93,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","25","tower","basePlot",38.890189,-78.143347,"WGS84","17N",747766.416,4308470.433,0.18,"GeoXH 6000",331.88,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","57","tower","basePlot",38.890546,-78.14383,"WGS84","17N",747723.297,4308508.762,0.28,"GeoXH 6000",330.65,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","59","tower","basePlot",38.890556,-78.143587,"WGS84","17N",747744.368,4308510.577,0.19,"GeoXH 6000",333.28,0.41,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","39","tower","basePlot",38.890366,-78.143816,"WGS84","17N",747725.172,4308488.827,0.14,"GeoXH 6000",333.08,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","23","tower","basePlot",38.890192,-78.143602,"WGS84","17N",747744.341,4308470.099,0.14,"GeoXH 6000",330.26,0.4,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","43","tower","basePlot",38.890379,-78.143352,"WGS84","17N",747765.337,4308491.53,0.16,"GeoXH 6000",331.51,0.38,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","61","tower","basePlot",38.890558,-78.143356,"WGS84","17N",747764.349,4308511.41,0.17,"GeoXH 6000",333.25,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_056","21","tower","basePlot",38.89018,-78.143833,"WGS84","17N",747724.266,4308468.174,0.21,"GeoXH 6000",325.42,0.22,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","41","tower","basePlot",38.891377,-78.141161,"WGS84","17N",747951.946,4308608.316,0.14,"GeoXH 6000",335.34,0.22,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","21","tower","basePlot",38.891216,-78.141427,"WGS84","17N",747929.441,4308589.69,0.2,"GeoXH 6000",345.9,0.26,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","23","tower","basePlot",38.8912,-78.141174,"WGS84","17N",747951.424,4308588.575,0.23,"GeoXH 6000",342.54,0.33,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","59","tower","basePlot",38.891569,-78.141177,"WGS84","17N",747949.856,4308629.501,0.24,"GeoXH 6000",330.98,0.29,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","57","tower","basePlot",38.891572,-78.14141,"WGS84","17N",747929.639,4308629.209,0.2,"GeoXH 6000",338.6,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","61","tower","basePlot",38.891561,-78.140935,"WGS84","17N",747970.935,4308629.275,0.21,"GeoXH 6000",329.93,0.29,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","43","tower","basePlot",38.891385,-78.140951,"WGS84","17N",747970.084,4308609.709,0.25,"GeoXH 6000",333.59,0.36,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","39","tower","basePlot",38.89139,-78.141414,"WGS84","17N",747929.941,4308609.048,0.17,"GeoXH 6000",338.71,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_057","25","tower","basePlot",38.891183,-78.140946,"WGS84","17N",747971.225,4308587.37,0.17,"GeoXH 6000",340.93,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","41","tower","basePlot",38.889714,-78.138472,"WGS84","17N",748190.954,4308431.016,0.11,"GeoXH 6000",347.12,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","23","tower","basePlot",38.889531,-78.138462,"WGS84","17N",748192.513,4308410.697,0.21,"GeoXH 6000",346.53,0.39,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","39","tower","basePlot",38.889723,-78.138696,"WGS84","17N",748171.496,4308431.439,0.14,"GeoXH 6000",347.14,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","57","tower","basePlot",38.889896,-78.138705,"WGS84","17N",748170.125,4308450.544,0.17,"GeoXH 6000",351.86,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","59","tower","basePlot",38.889897,-78.138469,"WGS84","17N",748190.598,4308451.389,0.12,"GeoXH 6000",352.56,0.13,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","61","tower","basePlot",38.889901,-78.138246,"WGS84","17N",748209.947,4308452.357,0.12,"GeoXH 6000",351.9,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","43","tower","basePlot",38.889718,-78.138238,"WGS84","17N",748211.251,4308432.099,0.15,"GeoXH 6000",347.24,0.17,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","25","tower","basePlot",38.889531,-78.138246,"WGS84","17N",748211.236,4308411.292,0.19,"GeoXH 6000",345,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_058","21","tower","basePlot",38.889537,-78.138697,"WGS84","17N",748172.087,4308410.719,0.14,"GeoXH 6000",347.39,0.16,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","39","tower","basePlot",38.889508,-78.14244,"WGS84","17N",747847.453,4308397.332,0.15,"GeoXH 6000",322.15,0.24,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","57","tower","basePlot",38.88968,-78.14244,"WGS84","17N",747846.876,4308416.423,0.17,"GeoXH 6000",329.21,0.2,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","61","tower","basePlot",38.889674,-78.141979,"WGS84","17N",747886.869,4308417.039,0.19,"GeoXH 6000",334.7,0.17,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","25","tower","basePlot",38.889313,-78.14199,"WGS84","17N",747887.21,4308376.931,0.2,"GeoXH 6000",325.65,0.23,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","23","tower","basePlot",38.889315,-78.142212,"WGS84","17N",747867.963,4308376.564,0.17,"GeoXH 6000",324.47,0.3,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","59","tower","basePlot",38.889677,-78.142214,"WGS84","17N",747866.464,4308416.761,0.15,"GeoXH 6000",330.09,0.23,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","41","tower","basePlot",38.889507,-78.142209,"WGS84","17N",747867.564,4308397.861,0.25,"GeoXH 6000",326.69,0.54,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","21","tower","basePlot",38.889322,-78.142422,"WGS84","17N",747849.714,4308376.772,0.28,"GeoXH 6000",319.62,0.37,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_061","43","tower","basePlot",38.889487,-78.141983,"WGS84","17N",747887.184,4308396.307,0.15,"GeoXH 6000",329.36,0.28,"evergreenForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","41","tower","basePlot",38.895117,-78.138236,"WGS84","17N",748192.603,4309031.349,0.15,"GeoXH 6000",368.6,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","21","tower","basePlot",38.894924,-78.13845,"WGS84","17N",748174.782,4309009.324,0.17,"GeoXH 6000",370.31,0.33,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","23","tower","basePlot",38.894929,-78.138251,"WGS84","17N",748191.974,4309010.468,0.29,"GeoXH 6000",373.1,0.5,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","25","tower","basePlot",38.894948,-78.138021,"WGS84","17N",748211.879,4309013.241,0.27,"GeoXH 6000",373.35,0.54,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","43","tower","basePlot",38.895131,-78.138016,"WGS84","17N",748211.667,4309033.529,0.27,"GeoXH 6000",380.43,0.48,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","61","tower","basePlot",38.8953,-78.138009,"WGS84","17N",748211.657,4309052.367,0.3,"GeoXH 6000",369.84,0.49,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","57","tower","basePlot",38.8953,-78.138479,"WGS84","17N",748170.88,4309051.051,0.22,"GeoXH 6000",373.26,0.39,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","59","tower","basePlot",38.895308,-78.138262,"WGS84","17N",748189.682,4309052.535,0.28,"GeoXH 6000",376.71,0.34,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_062","39","tower","basePlot",38.895117,-78.138487,"WGS84","17N",748170.909,4309030.674,0.19,"GeoXH 6000",386.89,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","41","tower","basePlot",38.89618,-78.138517,"WGS84","17N",748164.6,4309148.663,0.14,"GeoXH 6000",358.23,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","25","tower","basePlot",38.896019,-78.138271,"WGS84","17N",748186.499,4309131.373,0.18,"GeoXH 6000",363.13,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","23","tower","basePlot",38.896014,-78.138509,"WGS84","17N",748165.836,4309130.189,0.18,"GeoXH 6000",368.24,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","39","tower","basePlot",38.896174,-78.138746,"WGS84","17N",748144.75,4309147.336,0.18,"GeoXH 6000",363.17,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","57","tower","basePlot",38.896366,-78.138739,"WGS84","17N",748144.676,4309168.661,0.15,"GeoXH 6000",358.91,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","59","tower","basePlot",38.896352,-78.138508,"WGS84","17N",748164.753,4309167.772,0.26,"GeoXH 6000",357.97,0.26,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","61","tower","basePlot",38.896374,-78.138286,"WGS84","17N",748183.961,4309170.76,0.21,"GeoXH 6000",353.87,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","43","tower","basePlot",38.896203,-78.138278,"WGS84","17N",748185.178,4309151.854,0.18,"GeoXH 6000",359.48,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_063","21","tower","basePlot",38.896009,-78.138745,"WGS84","17N",748145.357,4309128.969,0.16,"GeoXH 6000",364.78,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","41","tower","basePlot",38.891613,-78.139038,"WGS84","17N",748135.291,4308640.222,0.22,"GeoXH 6000",357.4,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","21","tower","basePlot",38.891442,-78.13928,"WGS84","17N",748114.869,4308620.596,0.14,"GeoXH 6000",348.35,0.16,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","61","tower","basePlot",38.891796,-78.138834,"WGS84","17N",748152.321,4308661.126,0.15,"GeoXH 6000",352.52,0.22,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","25","tower","basePlot",38.891434,-78.138859,"WGS84","17N",748151.456,4308620.877,0.27,"GeoXH 6000",365.05,0.41,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","57","tower","basePlot",38.891792,-78.139297,"WGS84","17N",748112.203,4308659.391,0.22,"GeoXH 6000",347.42,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","59","tower","basePlot",38.891801,-78.139056,"WGS84","17N",748133.096,4308661.135,0.17,"GeoXH 6000",349.36,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","39","tower","basePlot",38.891611,-78.139291,"WGS84","17N",748113.337,4308639.325,0.27,"GeoXH 6000",357.87,0.26,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","43","tower","basePlot",38.891613,-78.138845,"WGS84","17N",748151.983,4308640.769,0.28,"GeoXH 6000",360.8,0.52,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_064","23","tower","basePlot",38.891437,-78.139043,"WGS84","17N",748135.444,4308620.691,0.2,"GeoXH 6000",354.37,0.29,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","41","tower","basePlot",38.893509,-78.138971,"WGS84","17N",748134.508,4308850.881,0.17,"GeoXH 6000",365.47,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","21","tower","basePlot",38.893337,-78.139213,"WGS84","17N",748114.108,4308831.168,0.14,"GeoXH 6000",356.99,0.17,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","61","tower","basePlot",38.893701,-78.138735,"WGS84","17N",748154.292,4308872.867,0.14,"GeoXH 6000",365.94,0.16,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","39","tower","basePlot",38.893513,-78.139191,"WGS84","17N",748115.407,4308850.779,0.15,"GeoXH 6000",357.97,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","23","tower","basePlot",38.893335,-78.138965,"WGS84","17N",748135.618,4308831.544,0.12,"GeoXH 6000",360.35,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","57","tower","basePlot",38.893687,-78.139201,"WGS84","17N",748113.919,4308870.071,0.14,"GeoXH 6000",358.32,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","59","tower","basePlot",38.893699,-78.138954,"WGS84","17N",748135.311,4308871.981,0.3,"GeoXH 6000",362.69,0.32,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","43","tower","basePlot",38.893503,-78.138729,"WGS84","17N",748155.5,4308850.938,0.22,"GeoXH 6000",367.97,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SCBI_066","25","tower","basePlot",38.893334,-78.138731,"WGS84","17N",748155.882,4308832.12,0.17,"GeoXH 6000",366.32,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SCBI"
"SERC_053","61","tower","basePlot",38.89055,-76.555854,"WGS84","18N",365065.044,4305781.295,0.1,"GeoXH 6000",3.29,0.1,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_051","59","tower","basePlot",38.883051,-76.558634,"WGS84","18N",364809.712,4304953.241,0.11,"GeoXH 6000",8.19,0.13,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_043","61","tower","basePlot",38.892919,-76.561936,"WGS84","18N",364542,4306053.222,0.11,"GeoXH 6000",16.06,0.12,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_062","21","tower","basePlot",38.881608,-76.558251,"WGS84","18N",364840.134,4304792.442,0.11,"GeoXH 6000",6.1,0.12,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_057","25","tower","basePlot",38.88691,-76.562604,"WGS84","18N",364472.649,4305387.392,0.12,"GeoXH 6000",-1.81,0.14,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_047","57","tower","basePlot",38.885807,-76.56042,"WGS84","18N",364659.969,4305261.712,0.13,"GeoXH 6000",6,0.15,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_043","25","tower","basePlot",38.892554,-76.561944,"WGS84","18N",364540.625,4306012.696,0.13,"Geo 7X (H-Star)",9.81,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_067","43","tower","basePlot",38.89037,-76.563804,"WGS84","18N",364375.158,4305773.149,0.13,"GeoXH 6000",12.05,0.15,"",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_057","39","tower","basePlot",38.887096,-76.563068,"WGS84","18N",364432.735,4305408.656,0.14,"GeoXH 6000",0.04,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_044","25","tower","basePlot",38.890624,-76.553761,"WGS84","18N",365246.676,4305786.464,0.14,"Geo 7X (H-Star)",15.14,0.21,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_051","39","tower","basePlot",38.882874,-76.558875,"WGS84","18N",364788.4,4304933.861,0.14,"GeoXH 6000",2.82,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_053","39","tower","basePlot",38.890366,-76.55631,"WGS84","18N",365025.112,4305761.576,0.14,"GeoXH 6000",7.71,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_045","49","tower","basePlot",38.881072,-76.55884,"WGS84","18N",364788.064,4304733.878,0.14,"GeoXH 6000",15.41,0.18,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_045","31","tower","basePlot",38.880897,-76.558839,"WGS84","18N",364787.783,4304714.467,0.14,"GeoXH 6000",19.54,0.19,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_067","41","tower","basePlot",38.890371,-76.564035,"WGS84","18N",364355.129,4305773.556,0.14,"GeoXH 6000",12.02,0.31,"",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_055","61","tower","basePlot",38.894499,-76.567707,"WGS84","18N",364044.513,4306237.186,0.15,"GeoXH 6000",15.23,0.17,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_057","41","tower","basePlot",38.887086,-76.562843,"WGS84","18N",364452.27,4305407.238,0.15,"GeoXH 6000",0.86,0.15,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_050","23","tower","basePlot",38.881182,-76.561453,"WGS84","18N",364561.57,4304749.918,0.15,"GeoXH 6000",12.24,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_051","25","tower","basePlot",38.882684,-76.558396,"WGS84","18N",364829.59,4304912.069,0.15,"GeoXH 6000",12.75,0.17,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_043","41","tower","basePlot",38.892735,-76.562158,"WGS84","18N",364522.364,4306033.099,0.15,"GeoXH 6000",13.95,0.28,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_043","57","tower","basePlot",38.892925,-76.562401,"WGS84","18N",364501.716,4306054.626,0.15,"Geo 7X (H-Star)",8.96,0.16,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_053","57","tower","basePlot",38.890541,-76.556326,"WGS84","18N",365024.085,4305781.056,0.15,"GeoXH 6000",5.96,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_061","39","tower","basePlot",38.889758,-76.555328,"WGS84","18N",365109.159,4305692.644,0.15,"GeoXH 6000",8.94,0.18,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_044","49","tower","basePlot",38.890892,-76.554095,"WGS84","18N",365218.227,4305816.664,0.15,"GeoXH 6000",8.75,0.21,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_047","31","tower","basePlot",38.885543,-76.560305,"WGS84","18N",364669.428,4305232.259,0.15,"GeoXH 6000",4.2,0.19,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_055","57","tower","basePlot",38.894508,-76.568153,"WGS84","18N",364005.818,4306238.862,0.16,"GeoXH 6000",11.89,0.17,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_056","41","tower","basePlot",38.886972,-76.560094,"WGS84","18N",364690.464,4305390.489,0.16,"GeoXH 6000",12.99,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_058","41","tower","basePlot",38.894243,-76.56657,"WGS84","18N",364142.603,4306207.078,0.16,"GeoXH 6000",17.09,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_058","59","tower","basePlot",38.894422,-76.566569,"WGS84","18N",364143.073,4306226.873,0.16,"GeoXH 6000",15.43,0.25,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_062","41","tower","basePlot",38.881782,-76.55803,"WGS84","18N",364859.638,4304811.48,0.16,"GeoXH 6000",8.75,0.19,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_050","25","tower","basePlot",38.881183,-76.561214,"WGS84","18N",364582.347,4304749.671,0.16,"GeoXH 6000",9.91,0.27,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_050","39","tower","basePlot",38.881373,-76.561674,"WGS84","18N",364542.838,4304771.512,0.16,"GeoXH 6000",9.92,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_050","59","tower","basePlot",38.881545,-76.561446,"WGS84","18N",364562.898,4304790.212,0.16,"GeoXH 6000",12.21,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_044","57","tower","basePlot",38.890996,-76.554221,"WGS84","18N",365207.498,4305828.335,0.16,"GeoXH 6000",6.2,0.24,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_045","25","tower","basePlot",38.880826,-76.558487,"WGS84","18N",364818.236,4304706.091,0.16,"GeoXH 6000",17.79,0.25,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_045","23","tower","basePlot",38.8808,-76.558713,"WGS84","18N",364798.551,4304703.529,0.16,"GeoXH 6000",19.78,0.19,"deciduousForest",NA,"bbc|bgc|cfc|cdw|dhp|hbp|ltr|mfb|sme|vst","SERC"
"SERC_051","43","tower","basePlot",38.882871,-76.558396,"WGS84","18N",364829.964,4304932.906,0.16,"GeoXH 6000",16.47,0.2,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_054","39","tower","basePlot",38.889279,-76.556694,"WGS84","18N",364989.743,4305641.536,0.16,"GeoXH 6000",20.17,0.22,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_060","23","tower","basePlot",38.892924,-76.564182,"WGS84","18N",364347.224,4306057.096,0.16,"Geo 7X (H-Star)",10.94,0.21,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_056","43","tower","basePlot",38.886987,-76.559871,"WGS84","18N",364709.823,4305391.888,0.17,"GeoXH 6000",12.81,0.23,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_056","21","tower","basePlot",38.886811,-76.560343,"WGS84","18N",364668.612,4305373.042,0.17,"GeoXH 6000",15.54,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
"SERC_057","43","tower","basePlot",38.887085,-76.562596,"WGS84","18N",364473.654,4305406.748,0.17,"GeoXH 6000",0.42,0.24,"deciduousForest",NA,"bbc|cdw|dhp|hbp|ltr|mfb|vst","SERC"
